ENA|CP003859|CP003859.1	Streptococcus	constellatus	C1050
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1305062;interval=101-175;Tm=83.29;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1305670;interval=101-175;Tm=83.94;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1306279;interval=101-175;Tm=82.58;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1306888;interval=101-175;Tm=77.29;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1314146;interval=101-175;Tm=84.80;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1316118;interval=101-175;Tm=82.18;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1321872;interval=101-175;Tm=78.31;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1322482;interval=101-175;Tm=85.55;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Burkholderia/pseudomalli/28450.652.fna;GenomePos=1323092;interval=101-175;Tm=79.80;Ncor=10	Burkholderia	pseudomalli	28450.652
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=33242;interval=101-175,128-202,154-228,298-372,405-479;Tm=73.43;Ncor=3	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=108030;interval=101-175,237-311,274-348,461-535;Tm=71.42;Ncor=9	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=167945;interval=101-175;Tm=74.22;Ncor=18	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=173826;interval=101-175;Tm=72.06;Ncor=18	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=279324;interval=101-175;Tm=71.22;Ncor=25	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=327690;interval=101-175;Tm=74.30;Ncor=27	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=328560;interval=101-175,126-200;Tm=69.83;Ncor=27	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=329365;interval=101-175;Tm=72.84;Ncor=27	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=343248;interval=101-175,127-201;Tm=71.98;Ncor=27	Campylobacter	jejuni	197.11720
Fused/Bacteria/Campylobacter/jejuni/197.11720.fna;GenomePos=475802;interval=101-175;Tm=72.24;Ncor=33	Campylobacter	jejuni	197.11720
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=488172;interval=101-175;Tm=76.01;Ncor=6	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=612417;interval=101-175,145-219,340-414;Tm=72.19;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=813337;interval=101-175;Tm=72.25;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=837746;interval=101-175,129-203,156-230;Tm=74.55;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=839363;interval=101-175;Tm=74.02;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=841668;interval=101-175,132-206;Tm=74.32;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=843406;interval=101-175,156-230,211-285,263-337;Tm=75.71;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=849215;interval=101-175;Tm=73.01;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=850917;interval=101-175;Tm=72.10;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/1311573.5.fna;GenomePos=851607;interval=101-175,131-205,159-233;Tm=71.07;Ncor=7	Helicobacter	pylori	1311573.5
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=54830;interval=101-175;Tm=74.00;Ncor=38	Helicobacter	pylori	210.2909
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=408969;interval=101-175,105-179,222-296;Tm=73.68;Ncor=5584	Helicobacter	pylori	210.2909
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=642724;interval=101-175,105-179;Tm=70.23;Ncor=7246	Helicobacter	pylori	210.2909
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=668348;interval=101-175;Tm=74.54;Ncor=7431	Helicobacter	pylori	210.2909
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=670017;interval=20-94;Tm=71.77;Ncor=7453	Helicobacter	pylori	210.2909
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=694457;interval=101-175,105-179;Tm=74.37;Ncor=7564	Helicobacter	pylori	210.2909
Fused/Bacteria/Helicobacter/pylori/210.2909.fna;GenomePos=744429;interval=101-175;Tm=75.30;Ncor=8043	Helicobacter	pylori	210.2909
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=308296;interval=101-175;Tm=79.46;Ncor=2001	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=464764;interval=101-175;Tm=80.81;Ncor=2002	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=480648;interval=101-175;Tm=82.03;Ncor=2002	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=485701;interval=101-175;Tm=82.30;Ncor=2002	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=498299;interval=101-175;Tm=74.13;Ncor=2002	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=499443;interval=101-175;Tm=77.92;Ncor=2002	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1197512;interval=101-175;Tm=80.76;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1213607;interval=101-175;Tm=81.64;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1215372;interval=101-175;Tm=83.91;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1217137;interval=101-175;Tm=79.65;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1224701;interval=101-175;Tm=81.06;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1228245;interval=101-175;Tm=81.26;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1229635;interval=101-175;Tm=81.25;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1231024;interval=101-175;Tm=82.39;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1232414;interval=101-175;Tm=81.07;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1233803;interval=101-175;Tm=75.84;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1235193;interval=101-175;Tm=80.94;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1236582;interval=101-175;Tm=80.77;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1240182;interval=101-175;Tm=81.43;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Yersinia/enterocolitica/630.18.fna;GenomePos=1242346;interval=101-175;Tm=78.19;Ncor=2004	Yersinia	enterocolitica	630.18
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=1274;interval=101-175;Tm=89.08;Ncor=0	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=4329;interval=101-175;Tm=84.10;Ncor=0	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=820638;interval=101-175;Tm=87.80;Ncor=10	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=820994;interval=101-175,108-182;Tm=87.80;Ncor=10	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=1865547;interval=101-175;Tm=86.01;Ncor=21	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=1987681;interval=101-175,105-179,108-182;Tm=84.04;Ncor=25	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=1988028;interval=101-175,107-181,111-185,116-190,120-194,125-199,130-204;Tm=78.97;Ncor=25	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Pseudomonas/aeruginosa/287.2549.fna;GenomePos=1989298;interval=101-175,105-179,108-182;Tm=86.23;Ncor=25	Pseudomonas	aeruginosa	287.2549
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=56165;interval=101-175;Tm=78.27;Ncor=0	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=131895;interval=101-175,290-364,478-552,666-740,854-928,1042-1116;Tm=81.53;Ncor=1	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=133453;interval=101-175,263-337,424-498,585-659,746-820,907-981,1068-1142;Tm=79.85;Ncor=1	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=134835;interval=101-175,338-412,574-648;Tm=77.46;Ncor=1	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=137079;interval=101-175;Tm=76.70;Ncor=1	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=137462;interval=101-175;Tm=72.69;Ncor=1	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Streptococcus/agalactiae/1311.1456.fna;GenomePos=137944;interval=101-175;Tm=72.17;Ncor=1	Streptococcus	agalactiae	1311.1456
Fused/Bacteria/Neisseria/meningitidis/487.1549.fna;GenomePos=445;interval=101-175,342-416,345-419,351-425,357-431,360-434;Tm=78.08;Ncor=0	Neisseria	meningitidis	487.1549
Fused/Bacteria/Neisseria/meningitidis/487.1549.fna;GenomePos=954155;interval=101-175,107-181;Tm=70.75;Ncor=5	Neisseria	meningitidis	487.1549
Fused/Bacteria/Neisseria/meningitidis/487.1549.fna;GenomePos=954486;interval=101-175,105-179,176-250;Tm=78.33;Ncor=5	Neisseria	meningitidis	487.1549
Fused/Bacteria/Neisseria/meningitidis/487.1549.fna;GenomePos=955069;interval=101-175,105-179;Tm=84.42;Ncor=5	Neisseria	meningitidis	487.1549
Fused/Bacteria/Klebsiella/pneumoniae/573.7246.fna;GenomePos=1873026;interval=63-137,68-142,71-145;Tm=77.43;Ncor=24	Klebsiella	pneumoniae	573.7246
Fused/Bacteria/Escherichia/fergusonii/564.14.fna;GenomePos=2511;interval=101-175,138-212,174-248;Tm=74.95;Ncor=0	Escherichia	fergusonii	564.14
Fused/Bacteria/Escherichia/fergusonii/564.14.fna;GenomePos=2798;interval=40-114;Tm=74.35;Ncor=0	Escherichia	fergusonii	564.14
Fused/Bacteria/Escherichia/fergusonii/564.14.fna;GenomePos=340881;interval=99-173,124-198,149-223,173-247,198-272;Tm=77.17;Ncor=18	Escherichia	fergusonii	564.14
Fused/Bacteria/Escherichia/fergusonii/564.14.fna;GenomePos=341490;interval=101-175,151-225,200-274;Tm=77.53;Ncor=18	Escherichia	fergusonii	564.14
Fused/Bacteria/Escherichia/fergusonii/564.14.fna;GenomePos=341815;interval=37-111,74-148,110-184;Tm=72.11;Ncor=18	Escherichia	fergusonii	564.14
Fused/Bacteria/Escherichia/fergusonii/564.14.fna;GenomePos=373628;interval=73-147;Tm=76.40;Ncor=21	Escherichia	fergusonii	564.14
Fused/Bacteria/Helicobacter/pylori/210.2918.fna;GenomePos=56731;interval=101-175,249-323,307-381,365-439,424-498,482-556,540-614,598-672,657-731,715-789,773-847,831-905,890-964,948-1022,1006-1080,1064-1138;Tm=73.19;Ncor=31	Helicobacter	pylori	210.2918
Fused/Bacteria/Helicobacter/pylori/210.2918.fna;GenomePos=58031;interval=101-175,172-246,242-316,466-540;Tm=72.94;Ncor=31	Helicobacter	pylori	210.2918
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=128834;interval=101-175;Tm=85.21;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=145960;interval=101-175;Tm=82.42;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=149487;interval=101-175;Tm=82.97;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=319911;interval=101-175;Tm=88.15;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=383928;interval=101-175;Tm=86.48;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=564302;interval=101-175;Tm=86.87;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=808326;interval=101-175;Tm=84.86;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=948766;interval=101-175;Tm=82.29;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=967536;interval=101-175;Tm=85.55;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1127696;interval=101-175;Tm=86.11;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1516949;interval=101-175;Tm=87.51;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1546563;interval=101-175;Tm=86.26;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1549910;interval=101-175;Tm=82.33;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1625276;interval=101-175;Tm=86.72;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1841128;interval=101-175;Tm=85.59;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=1967952;interval=101-175;Tm=85.41;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=2015105;interval=101-175;Tm=85.85;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=2079924;interval=101-175;Tm=86.53;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=2133097;interval=101-175;Tm=86.79;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Stenotrophomonas/Core.fna;GenomePos=2286640;interval=101-175;Tm=84.39;Ncor=0	Stenotrophomonas	NA	NA
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1183010;interval=101-175,206-280,310-384;Tm=73.86;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1192501;interval=101-175;Tm=84.72;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1192833;interval=101-175,207-281,311-385,416-490;Tm=76.77;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1194447;interval=101-175,233-307;Tm=82.94;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1195842;interval=101-175;Tm=82.13;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1207583;interval=101-175;Tm=74.47;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1207864;interval=101-175,234-308,366-440,499-573,631-705,763-837,895-969;Tm=74.88;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Klebsiella/pneumoniae/573.15309.fna;GenomePos=1214821;interval=101-175;Tm=80.59;Ncor=14	Klebsiella	pneumoniae	573.15309
Fused/Bacteria/Borrelia/burgdorferi/139.88.fna;GenomePos=77834;interval=101-175;Tm=71.94;Ncor=13	Borrelia	burgdorferi	139.88
Fused/Bacteria/Borrelia/burgdorferi/139.88.fna;GenomePos=247961;interval=101-175;Tm=74.36;Ncor=13	Borrelia	burgdorferi	139.88
Fused/Bacteria/Borrelia/burgdorferi/139.88.fna;GenomePos=249692;interval=101-175,106-180,110-184,236-310,248-322;Tm=70.04;Ncor=13	Borrelia	burgdorferi	139.88
Fused/Bacteria/Borrelia/burgdorferi/139.88.fna;GenomePos=250405;interval=101-175,108-182,113-187;Tm=74.40;Ncor=13	Borrelia	burgdorferi	139.88
Fused/Bacteria/Borrelia/burgdorferi/139.88.fna;GenomePos=251248;interval=101-175;Tm=71.80;Ncor=13	Borrelia	burgdorferi	139.88
Fused/Bacteria/Borrelia/burgdorferi/139.88.fna;GenomePos=260776;interval=101-175;Tm=76.51;Ncor=13	Borrelia	burgdorferi	139.88
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=51087;interval=101-175;Tm=73.50;Ncor=0	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=61104;interval=101-175;Tm=77.33;Ncor=0	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=63716;interval=101-175;Tm=73.41;Ncor=0	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=81433;interval=101-175;Tm=72.82;Ncor=0	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=84815;interval=101-175;Tm=77.33;Ncor=0	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=130764;interval=101-175;Tm=73.85;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=133478;interval=101-175;Tm=74.76;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=141270;interval=101-175;Tm=76.05;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=143450;interval=101-175;Tm=81.52;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=146695;interval=101-175;Tm=77.45;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=149669;interval=101-175;Tm=77.39;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=154280;interval=101-175;Tm=77.42;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=164076;interval=101-175;Tm=81.74;Ncor=1	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=480432;interval=101-175;Tm=72.84;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=488328;interval=101-175;Tm=78.05;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=491004;interval=101-175;Tm=75.18;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=492010;interval=101-175;Tm=76.17;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=493016;interval=101-175;Tm=80.54;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=497310;interval=101-175;Tm=77.26;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Moraxella/catarrhalis/480.269.fna;GenomePos=501753;interval=101-175;Tm=74.61;Ncor=8	Moraxella	catarrhalis	480.269
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1575322;interval=101-175;Tm=89.46;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1576355;interval=101-175;Tm=80.28;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1576661;interval=101-175;Tm=79.13;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1576966;interval=101-175;Tm=79.83;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1577510;interval=101-175;Tm=83.07;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1586579;interval=101-175;Tm=84.40;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1751519;interval=101-175;Tm=73.95;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1753375;interval=101-175;Tm=75.48;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1785887;interval=101-175,308-382,514-588;Tm=73.93;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1800157;interval=101-175;Tm=75.34;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1800688;interval=101-175;Tm=79.46;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1800982;interval=101-175;Tm=73.88;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1801276;interval=101-175;Tm=80.95;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1875778;interval=101-175;Tm=71.28;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1876131;interval=101-175;Tm=78.57;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Klebsiella/pneumoniae/573.15312.fna;GenomePos=1876483;interval=101-175;Tm=75.33;Ncor=25	Klebsiella	pneumoniae	573.15312
Fused/Bacteria/Escherichia/Core.fna;GenomePos=43706;interval=54-128,109-183;Tm=80.44;Ncor=0	Escherichia	NA	NA
Fused/Bacteria/Escherichia/Core.fna;GenomePos=44508;interval=101-175,137-211;Tm=81.84;Ncor=0	Escherichia	NA	NA
Fused/Bacteria/Escherichia/Core.fna;GenomePos=486656;interval=101-175;Tm=80.64;Ncor=0	Escherichia	NA	NA
Fused/Bacteria/Escherichia/Core.fna;GenomePos=487015;interval=101-175,346-420,405-479,584-658;Tm=80.10;Ncor=0	Escherichia	NA	NA
Fused/Bacteria/Escherichia/Core.fna;GenomePos=684454;interval=101-175,254-328,303-377,352-426,504-578,553-627,602-676,703-777,753-827,802-876;Tm=79.80;Ncor=0	Escherichia	NA	NA
Fused/Bacteria/Escherichia/Core.fna;GenomePos=1219987;interval=101-175;Tm=83.86;Ncor=0	Escherichia	NA	NA
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=275348;interval=101-175;Tm=71.79;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=275933;interval=101-175,160-234,218-292;Tm=72.46;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=276341;interval=101-175;Tm=75.25;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=276668;interval=101-175;Tm=73.51;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=277114;interval=101-175,305-379;Tm=72.30;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=278048;interval=101-175,242-316;Tm=74.87;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=278640;interval=101-175,333-407,479-553;Tm=71.43;Ncor=3	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=413459;interval=101-175;Tm=70.96;Ncor=6	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=413956;interval=101-175,187-261,272-346;Tm=71.95;Ncor=6	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=421922;interval=101-175;Tm=72.70;Ncor=6	Listeria	monocytogenes	1639.965
Fused/Bacteria/Listeria/monocytogenes/1639.965.fna;GenomePos=423437;interval=101-175;Tm=72.43;Ncor=6	Listeria	monocytogenes	1639.965
